global_id,parent_group,source_dataset,scene_id,candidate_split,query_id,event_id,candidate_index,start_row,start_col,goal_row,goal_col,distance_cells,angle_deg,radius_cells
obs_002701,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_002701:q018,obs_002701:q018:r00,18,191,128,191,48,80,180,0
obs_002701,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_002701:q018,obs_002701:q018:r10,18,191,128,191,48,80,180,10
obs_002701,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_002701:q018,obs_002701:q018:r20,18,191,128,191,48,80,180,20
obs_002701,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_002701:q002,obs_002701:q002:r00,2,191,128,226,148,40,60,0
obs_002701,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_002701:q002,obs_002701:q002:r10,2,191,128,226,148,40,60,10
obs_002701,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_002701:q002,obs_002701:q002:r20,2,191,128,226,148,40,60,20
obs_000149,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_000149:q009,obs_000149:q009:r00,9,78,109,38,109,40,270,0
obs_000149,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_000149:q009,obs_000149:q009:r10,9,78,109,38,109,40,270,10
obs_000149,3RScan:0cac764c-8d6f-2d13-8fec-15edfc3e53ad,3RScan,0cac764a-8d6f-2d13-8fbd-2966f09c65d0,train,obs_000149:q009,obs_000149:q009:r20,9,78,109,38,109,40,270,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q024,obs_017332:q024:r00,24,191,128,191,248,120,0,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q024,obs_017332:q024:r10,24,191,128,191,248,120,0,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q024,obs_017332:q024:r20,24,191,128,191,248,120,0,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q035,obs_017332:q035:r00,35,191,128,131,232,120,330,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q035,obs_017332:q035:r10,35,191,128,131,232,120,330,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q035,obs_017332:q035:r20,35,191,128,131,232,120,330,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q003,obs_017332:q003:r00,3,191,128,231,128,40,90,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q003,obs_017332:q003:r10,3,191,128,231,128,40,90,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q003,obs_017332:q003:r20,3,191,128,231,128,40,90,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q002,obs_017332:q002:r00,2,191,128,226,148,40,60,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q002,obs_017332:q002:r10,2,191,128,226,148,40,60,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q002,obs_017332:q002:r20,2,191,128,226,148,40,60,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q023,obs_017332:q023:r00,23,191,128,151,197,80,330,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q023,obs_017332:q023:r10,23,191,128,151,197,80,330,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q023,obs_017332:q023:r20,23,191,128,151,197,80,330,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q000,obs_017332:q000:r00,0,191,128,191,168,40,0,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q000,obs_017332:q000:r10,0,191,128,191,168,40,0,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q000,obs_017332:q000:r20,0,191,128,191,168,40,0,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q013,obs_017332:q013:r00,13,191,128,231,197,80,30,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q013,obs_017332:q013:r10,13,191,128,231,197,80,30,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q013,obs_017332:q013:r20,13,191,128,231,197,80,30,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q011,obs_017332:q011:r00,11,191,128,171,163,40,330,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q011,obs_017332:q011:r10,11,191,128,171,163,40,330,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q011,obs_017332:q011:r20,11,191,128,171,163,40,330,20
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q012,obs_017332:q012:r00,12,191,128,191,208,80,0,0
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q012,obs_017332:q012:r10,12,191,128,191,208,80,0,10
obs_017332,3RScan:68bae76e-3567-2f7c-82bd-a09641695364,3RScan,68bae76c-3567-2f7c-827d-373035a2d942,train,obs_017332:q012,obs_017332:q012:r20,12,191,128,191,208,80,0,20
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q011,obs_001768:q011:r00,11,191,128,171,163,40,330,0
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q011,obs_001768:q011:r10,11,191,128,171,163,40,330,10
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q011,obs_001768:q011:r20,11,191,128,171,163,40,330,20
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q029,obs_001768:q029:r00,29,191,128,251,24,120,150,0
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q029,obs_001768:q029:r10,29,191,128,251,24,120,150,10
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q029,obs_001768:q029:r20,29,191,128,251,24,120,150,20
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q023,obs_001768:q023:r00,23,191,128,151,197,80,330,0
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q023,obs_001768:q023:r10,23,191,128,151,197,80,330,10
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q023,obs_001768:q023:r20,23,191,128,151,197,80,330,20
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q000,obs_001768:q000:r00,0,191,128,191,168,40,0,0
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q000,obs_001768:q000:r10,0,191,128,191,168,40,0,10
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q000,obs_001768:q000:r20,0,191,128,191,168,40,0,20
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q007,obs_001768:q007:r00,7,191,128,171,93,40,210,0
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q007,obs_001768:q007:r10,7,191,128,171,93,40,210,10
obs_001768,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d82a0-8cf4-2e04-800f-97deb20e860b,train,obs_001768:q007,obs_001768:q007:r20,7,191,128,171,93,40,210,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q025,obs_018122:q025:r00,25,191,128,251,232,120,30,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q025,obs_018122:q025:r10,25,191,128,251,232,120,30,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q025,obs_018122:q025:r20,25,191,128,251,232,120,30,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q002,obs_018122:q002:r00,2,191,128,226,148,40,60,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q002,obs_018122:q002:r10,2,191,128,226,148,40,60,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q002,obs_018122:q002:r20,2,191,128,226,148,40,60,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q011,obs_018122:q011:r00,11,191,128,171,163,40,330,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q011,obs_018122:q011:r10,11,191,128,171,163,40,330,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q011,obs_018122:q011:r20,11,191,128,171,163,40,330,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q003,obs_018122:q003:r00,3,191,128,231,128,40,90,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q003,obs_018122:q003:r10,3,191,128,231,128,40,90,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q003,obs_018122:q003:r20,3,191,128,231,128,40,90,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q035,obs_018122:q035:r00,35,191,128,131,232,120,330,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q035,obs_018122:q035:r10,35,191,128,131,232,120,330,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q035,obs_018122:q035:r20,35,191,128,131,232,120,330,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q024,obs_018122:q024:r00,24,191,128,191,248,120,0,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q024,obs_018122:q024:r10,24,191,128,191,248,120,0,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q024,obs_018122:q024:r20,24,191,128,191,248,120,0,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q023,obs_018122:q023:r00,23,191,128,151,197,80,330,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q023,obs_018122:q023:r10,23,191,128,151,197,80,330,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q023,obs_018122:q023:r20,23,191,128,151,197,80,330,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q012,obs_018122:q012:r00,12,191,128,191,208,80,0,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q012,obs_018122:q012:r10,12,191,128,191,208,80,0,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q012,obs_018122:q012:r20,12,191,128,191,208,80,0,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q001,obs_018122:q001:r00,1,191,128,211,163,40,30,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q001,obs_018122:q001:r10,1,191,128,211,163,40,30,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q001,obs_018122:q001:r20,1,191,128,211,163,40,30,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q000,obs_018122:q000:r00,0,191,128,191,168,40,0,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q000,obs_018122:q000:r10,0,191,128,191,168,40,0,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q000,obs_018122:q000:r20,0,191,128,191,168,40,0,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q013,obs_018122:q013:r00,13,191,128,231,197,80,30,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q013,obs_018122:q013:r10,13,191,128,231,197,80,30,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q013,obs_018122:q013:r20,13,191,128,231,197,80,30,20
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q004,obs_018122:q004:r00,4,191,128,226,108,40,120,0
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q004,obs_018122:q004:r10,4,191,128,226,108,40,120,10
obs_018122,3RScan:4d3d829e-8cf4-2e04-8318-b76f02d91c93,3RScan,4d3d829e-8cf4-2e04-8318-b76f02d91c93,train,obs_018122:q004,obs_018122:q004:r20,4,191,128,226,108,40,120,20
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q005,obs_018733:q005:r00,5,191,128,211,93,40,150,0
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q005,obs_018733:q005:r10,5,191,128,211,93,40,150,10
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q005,obs_018733:q005:r20,5,191,128,211,93,40,150,20
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q017,obs_018733:q017:r00,17,191,128,231,59,80,150,0
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q017,obs_018733:q017:r10,17,191,128,231,59,80,150,10
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q017,obs_018733:q017:r20,17,191,128,231,59,80,150,20
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q006,obs_018733:q006:r00,6,191,128,191,88,40,180,0
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q006,obs_018733:q006:r10,6,191,128,191,88,40,180,10
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q006,obs_018733:q006:r20,6,191,128,191,88,40,180,20
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q018,obs_018733:q018:r00,18,191,128,191,48,80,180,0
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q018,obs_018733:q018:r10,18,191,128,191,48,80,180,10
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q018,obs_018733:q018:r20,18,191,128,191,48,80,180,20
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q029,obs_018733:q029:r00,29,191,128,251,24,120,150,0
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q029,obs_018733:q029:r10,29,191,128,251,24,120,150,10
obs_018733,3RScan:c92fb594-f771-2064-879b-cc598a9dabe5,3RScan,bf9a3da0-45a5-2e80-8099-e46f3ec15e14,train,obs_018733:q029,obs_018733:q029:r20,29,191,128,251,24,120,150,20
